               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.041297,            0.040685,           0.0028141,             0.80657,             0.64374,             0.74255,             0.48237,            0.037682,            0.027646,            0.001778,            0.005446,            0.005446,            0.005446
                 140,            0.041243,            0.040544,           0.0028293,             0.80761,             0.64324,             0.74233,             0.48237,             0.03768,            0.027644,           0.0017762,            0.005413,            0.005413,            0.005413
                 141,            0.041206,            0.040711,           0.0027633,             0.80671,             0.64339,             0.74237,             0.48269,            0.037676,            0.027642,           0.0017759,             0.00538,             0.00538,             0.00538
                 142,            0.041263,            0.040636,           0.0027857,             0.80479,             0.64545,             0.74273,             0.48264,            0.037669,            0.027643,           0.0017743,            0.005347,            0.005347,            0.005347
                 143,              0.0412,            0.040743,           0.0027898,             0.80191,             0.64779,              0.7431,             0.48309,            0.037666,            0.027635,           0.0017741,            0.005314,            0.005314,            0.005314
                 144,            0.041145,            0.040478,           0.0027852,             0.80509,             0.64604,             0.74257,             0.48295,            0.037663,            0.027633,           0.0017724,            0.005281,            0.005281,            0.005281
                 145,            0.041183,            0.040679,           0.0027527,             0.81219,             0.64224,              0.7426,             0.48288,            0.037662,            0.027633,           0.0017717,            0.005248,            0.005248,            0.005248
                 146,            0.041124,            0.040569,           0.0027792,             0.81009,             0.64446,               0.743,              0.4834,            0.037654,            0.027629,           0.0017719,            0.005215,            0.005215,            0.005215
                 147,            0.041135,            0.040383,           0.0027522,             0.81015,             0.64394,             0.74324,             0.48334,             0.03765,            0.027624,           0.0017718,            0.005182,            0.005182,            0.005182
                 148,            0.041038,            0.040443,           0.0027404,             0.80822,              0.6456,              0.7431,              0.4834,             0.03765,            0.027621,           0.0017736,            0.005149,            0.005149,            0.005149
                 149,            0.041141,            0.040604,           0.0027336,             0.80798,             0.64658,             0.74331,              0.4834,             0.03765,            0.027618,           0.0017737,            0.005116,            0.005116,            0.005116
